title,japanese_title,english_title,type,episodes,status,aired,premiered,broadcast,source,duration,rating,score,ranked,popularity,members,favorites,image_url
Ryuusei no Rockman,流星のロックマン,Megaman Star Force,TV,55,Finished Airing,"Oct 7, 2006 to Oct 27, 2007",Fall 2006,Unknown,,10 min. per ep.,PG - Children,7.09,#3968,#5835,"14,269",80,https://cdn.myanimelist.net/r/50x70/images/anime/3/26600.jpg?s=24b56b556a9a129df6cd0a054f6e4809
Rec: Yurusarezarumono,レック 許されざる者,,TV Special,1,Finished Airing,"Jun 30, 2006",,,Manga,13 min.,PG-13 - Teens 13 or older,7.09,#3967,#4686,"24,776",4,https://cdn.myanimelist.net/r/50x70/images/anime/1025/128543.jpg?s=2d8500d09a92f963ca2b7837171b5f1f
RD Sennou Chousashitsu,RD 潜脳調査室,Real Drive,TV,26,Finished Airing,"Apr 9, 2008 to Oct 1, 2008",Spring 2008,Wednesdays at 00:59 (JST),,22 min. per ep.,R - 17+ (violence & profanity),7.09,#3966,#4328,"29,395",54,https://cdn.myanimelist.net/r/50x70/images/anime/6/18929.jpg?s=a9b9b432bd7cf8edf58be64b73da9a74
Penguin's Memory: Shiawase Monogatari,ペンギンズ・メモリー幸福物語,,Movie,1,Finished Airing,"Jun 22, 1985",,,,1 hr. 42 min.,PG-13 - Teens 13 or older,7.09,#3964,#8547,"5,583",38,https://cdn.myanimelist.net/r/50x70/images/anime/10/44572.jpg?s=43b2cacc1a963834c837c5a8bfa60670
Rain Town,rain town,,Movie,1,Finished Airing,2011,,,,10 min.,G - All Ages,7.09,#3965,#4571,"26,334",44,https://cdn.myanimelist.net/r/50x70/images/anime/5/29062.jpg?s=74379275657e1f0b0bc4b5da2364638d
Oseam,오세암,,Movie,1,Finished Airing,"May 1, 2003",,,,1 hr. 17 min.,G - All Ages,7.09,#3963,#7809,"6,910",18,https://cdn.myanimelist.net/r/50x70/images/anime/6/26088.jpg?s=20957061ffa6cebc5c8140b2f30ce918
Onegai☆Teacher,おねがい☆ティーチャー,Please Teacher!,TV,12,Finished Airing,"Jan 10, 2002 to Mar 28, 2002",Winter 2002,Thursdays at 18:30 (JST),,22 min. per ep.,PG-13 - Teens 13 or older,7.09,#3962,#1392,"181,896",985,https://cdn.myanimelist.net/r/50x70/images/anime/1371/138517.jpg?s=d34dbca404046c3e0392a8d930b65391
One Piece Movie 01,ONE PIECE,One Piece: The Movie,Movie,1,Finished Airing,"Mar 4, 2000",,,Manga,50 min.,PG-13 - Teens 13 or older,7.09,#3961,#1687,"144,728",420,https://cdn.myanimelist.net/r/50x70/images/anime/1770/97704.jpg?s=fda1d9fca3cd6c3108916ca7c10e9e34
Nu Wushen de Canzhuo,女武神的餐桌,Cooking with Valkyries,ONA,10,Finished Airing,"Jun 28, 2019 to Aug 30, 2019",,,,5 min. per ep.,PG-13 - Teens 13 or older,7.09,#3959,#5796,"14,560",70,https://cdn.myanimelist.net/r/50x70/images/anime/1441/102035.jpg?s=a7d4a54b9cb7f552f7da121410f28cf3
Nekketsu Saikyou Go-Saurer,熱血最強ゴウザウラー,,TV,51,Finished Airing,"Mar 3, 1993 to Feb 23, 1994",Spring 1993,Wednesdays at 18:00 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.09,#3958,#11667,"2,125",9,https://cdn.myanimelist.net/r/50x70/images/anime/1138/100815.jpg?s=83d040f77747e54b00b0d94627c89791
Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,劇場版 七つの大罪 天空の囚われ人,The Seven Deadly Sins the Movie: Prisoners of the Sky,Movie,1,Finished Airing,"Aug 18, 2018",,,Manga,1 hr. 39 min.,PG-13 - Teens 13 or older,7.09,#3957,#843,"308,291",343,https://cdn.myanimelist.net/r/50x70/images/anime/1444/91899.jpg?s=f3059571c08ac632c2578482d771f44d
Offside (TV),オフサイド,,TV,39,Finished Airing,"May 10, 2001 to Jan 31, 2002",Spring 2001,Unknown,Manga,23 min. per ep.,G - All Ages,7.09,#3960,#9106,"4,668",26,https://cdn.myanimelist.net/r/50x70/images/anime/3/10383.jpg?s=4b218889416732b3ee10b625c5fb272d
Mou Ippon!,もういっぽん！,"""Ippon"" again!",TV,13,Finished Airing,"Jan 9, 2023 to Apr 3, 2023",Winter 2023,Mondays at 01:35 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.09,#3956,#4679,"24,883",53,https://cdn.myanimelist.net/r/50x70/images/anime/1039/131684.jpg?s=f4fb7e50ed8173e8f47f2a71ac59ff1c
Minky Momo in Yume ni Kakeru Hashi,ＭＩＮＫＹ　ＭＯＭＯ　ｉｎ　夢にかける橋,Minky Momo in the Bridge Over Dreams,OVA,1,Finished Airing,"May 21, 1993",,,,38 min.,G - All Ages,7.09,#3955,#10152,"3,338",12,https://cdn.myanimelist.net/r/50x70/images/anime/7/78351.jpg?s=30ce9c7f225d66ad72b201b454f631e8
Lupin III: Dead or Alive,ルパン三世 DEAD OR ALIVE,Lupin III: Dead or Alive,Movie,1,Finished Airing,"Apr 20, 1996",,,Manga,1 hr. 37 min.,PG-13 - Teens 13 or older,7.09,#3953,#6153,"12,441",7,https://cdn.myanimelist.net/r/50x70/images/anime/1408/94363.jpg?s=cc9c690050405531fdb9219b63390339
Medarot,メダロット,Medabots,TV,52,Finished Airing,"Jul 2, 1999 to Jun 30, 2000",Summer 1999,Fridays at 18:00 (JST),,24 min. per ep.,PG - Children,7.09,#3954,#2964,"61,469",306,https://cdn.myanimelist.net/r/50x70/images/anime/1778/133514.jpg?s=735b1d23519ed621c3e5cc5e36786c55
Lupin III: $1 Money Wars,ルパン三世 1$マネーウォーズ,Lupin III: Missed by a Dollar,TV Special,1,Finished Airing,"Jul 28, 2000",,,Manga,1 hr. 31 min.,PG-13 - Teens 13 or older,7.09,#3952,#7337,"8,148",3,https://cdn.myanimelist.net/r/50x70/images/anime/1555/134189.jpg?s=6c18b34072da3f4732fc4aed77343eb5
Love Hina,ラブひな,Love Hina,TV,24,Finished Airing,"Apr 19, 2000 to Sep 27, 2000",Spring 2000,Wednesdays at 22:28 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.09,#3951,#939,"273,360","1,494",https://cdn.myanimelist.net/r/50x70/images/anime/1153/99366.jpg?s=698d8394829090afae2b78a884026400
Aoi Hana,青い花,Sweet Blue Flowers,TV,11,Finished Airing,"Jul 2, 2009 to Sep 10, 2009",Summer 2009,Thursdays at 02:08 (JST),Manga,22 min. per ep.,PG-13 - Teens 13 or older,7.09,#3934,#2159,"103,318",420,https://cdn.myanimelist.net/r/50x70/images/anime/3/80255.jpg?s=489ec7f96e1ccfe1b8d95fb5c7a5b0ee
Ao no Exorcist: Kyoto Fujouou-hen OVA,青の祓魔師 OVA,Blue Exorcist: Kyoto Saga OVA,OVA,2,Finished Airing,"Apr 4, 2017 to Oct 4, 2017",,,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.09,#3933,#2661,"74,018",58,https://cdn.myanimelist.net/r/50x70/images/anime/1031/96313.jpg?s=1d3f69d1ce854131efe07414dfc207da
Anime Himitsu no Hanazono,アニメ ひみつの花園,The Secret Garden,TV,39,Finished Airing,"Apr 19, 1991 to Mar 27, 1992",Spring 1991,Fridays at 19:30 (JST),,25 min. per ep.,G - All Ages,7.09,#3931,#7955,"6,629",25,https://cdn.myanimelist.net/r/50x70/images/anime/8/69919.jpg?s=e214c936052eadd3d9b59f293c9f3036
Another World,アナザー・ワールド,,ONA,3,Finished Airing,"Sep 13, 2019 to Oct 4, 2019",,,,10 min. per ep.,PG-13 - Teens 13 or older,7.09,#3932,#3907,"36,545",59,https://cdn.myanimelist.net/r/50x70/images/anime/1804/113788.jpg?s=f6651b20213e29bc70effbd6960dd687
Adachi to Shimamura,安達としまむら,Adachi and Shimamura,TV,12,Finished Airing,"Oct 9, 2020 to Dec 25, 2020",Fall 2020,Fridays at 01:58 (JST),Light novel,24 min. per ep.,PG-13 - Teens 13 or older,7.09,#3930,#1267,"200,509","1,600",https://cdn.myanimelist.net/r/50x70/images/anime/1649/109056.jpg?s=437fc8c8a2b1517a1ba6a31a780637f8
A-Channel+smile,Aチャンネル+smile（プラス スマイル）,,OVA,2,Finished Airing,"Mar 21, 2012",,",",4-koma manga,25 min. per ep.,PG-13 - Teens 13 or older,7.09,#3929,#4814,"23,202",10,https://cdn.myanimelist.net/r/50x70/images/anime/12/35321.jpg?s=278d677f7a8fc0c343d82d29d59f13b4
Hinamatsuri (OVA),ひなまつり,,OVA,1,Finished Airing,1993,,,,18 min.,G - All Ages,7.1,#3928,#11620,"2,154",3,https://cdn.myanimelist.net/r/50x70/images/anime/2/84695.jpg?s=e27c25f63be99083768987d2ec3b2ca1
Himouto! Umaru-chan,干物妹！うまるちゃん,Himouto! Umaru-chan,TV,12,Finished Airing,"Jul 9, 2015 to Sep 24, 2015",Summer 2015,Thursdays at 02:14 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.1,#3927,#298,"711,793","4,619",https://cdn.myanimelist.net/r/50x70/images/anime/12/75086.jpg?s=3859e8b6e84fb62187f8f71e86f02484
Hakuouki: Reimeiroku OVA,薄桜鬼　黎明録　特典ディスク,,OVA,2,Finished Airing,"May 22, 2013",,,,11 min. per ep.,PG-13 - Teens 13 or older,7.1,#3926,#8882,"5,034",1,https://cdn.myanimelist.net/r/50x70/images/anime/11/50239.jpg?s=d28a99732bf004ee5286be63a1bdedc9
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,這いよれ！ニャル子さん　やさしい敵の仕留め方,,OVA,1,Finished Airing,"Nov 23, 2012",,,Light novel,14 min.,PG-13 - Teens 13 or older,7.1,#3925,#4082,"33,528",21,https://cdn.myanimelist.net/r/50x70/images/anime/10/50123.jpg?s=2c76697dbdba794d8cc2f1f44d1e1394
Futari wa Precure,ふたりはプリキュア,Pretty Cure,TV,49,Finished Airing,"Feb 1, 2004 to Jan 30, 2005",Winter 2004,Sundays at 08:30 (JST),,24 min. per ep.,G - All Ages,7.1,#3924,#3136,"55,034",373,https://cdn.myanimelist.net/r/50x70/images/anime/1512/142456.jpg?s=4d5997e835442b3ff99239f5914eac36
Fanpai Chushihua,反派初始化,Villain Initialization,ONA,16,Finished Airing,"Apr 16, 2024 to Jul 16, 2024",,,Web manga,18 min. per ep.,PG-13 - Teens 13 or older,7.1,#3923,#14958,808,0,https://cdn.myanimelist.net/r/50x70/images/anime/1025/142135.jpg?s=d3786ec59c14103820228fde40d4d90a
Ensemble Stars!! Tsuioku Selection Crossroad,あんさんぶるスターズ！！追憶セレクション「クロスロード」,,ONA,6,Finished Airing,"Nov 10, 2023 to Nov 15, 2023",,,,12 min. per ep.,PG-13 - Teens 13 or older,7.1,#3922,#12253,"1,752",4,https://cdn.myanimelist.net/r/50x70/images/anime/1587/140550.jpg?s=73e3cd4a5200dd2625f27926ba0ce1e8
Digimon Adventure 02 Movies,映画 デジモンアドベンチャー０２,Digimon Movie 02 - Digimon Hurricane Touchdown! Supreme Evolution! The Golden Digimentals.,Movie,2,Finished Airing,"Jul 8, 2000",,,,32 min. per ep.,PG - Children,7.1,#3921,#3392,"47,393",43,https://cdn.myanimelist.net/r/50x70/images/anime/1042/143225.jpg?s=27b186d7ba1c7b79bb603c1fde5b9a75
Chikyuu Bouei Kigyou Dai-Guard,地球防衛企業ダイ・ガード,Dai-Guard: Terrestrial Defense Corp.,TV,26,Finished Airing,"Oct 5, 1999 to Mar 28, 2000",Fall 1999,Tuesdays at 18:00 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.1,#3920,#6598,"10,473",34,https://cdn.myanimelist.net/r/50x70/images/anime/1969/94093.jpg?s=428f1d262767259ea7bbf565c12bcfff
Blood Lad: Wagahai wa Neko de wa Nai,ブラッドラッド 我輩は猫ではない,Blood Lad OVA,OVA,1,Finished Airing,"Dec 4, 2013",,,Manga,27 min.,PG-13 - Teens 13 or older,7.1,#3919,#1987,"116,903",84,https://cdn.myanimelist.net/r/50x70/images/anime/2/52611.jpg?s=954a0afd2ef75998e529b5e4260cd594
Biohazard: Damnation,バイオハザード ダムネーション,,Movie,1,Finished Airing,"Sep 15, 2012",,,,1 hr. 40 min.,R - 17+ (violence & profanity),7.1,#3918,#4445,"27,917",54,https://cdn.myanimelist.net/r/50x70/images/anime/1923/142010.jpg?s=bf7bd2e93b4daa4017bfc2a9e77e5ea9
Amanchu! Advance,あまんちゅ！～あどばんす～,,TV,12,Finished Airing,"Apr 7, 2018 to Jun 23, 2018",Spring 2018,Saturdays at 23:00 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.1,#3917,#4107,"33,199",37,https://cdn.myanimelist.net/r/50x70/images/anime/1095/95063.jpg?s=65e14f0fe4763542cebcbb7944c7bb5b
Alice to Zouroku,アリスと蔵六,Alice & Zoroku,TV,12,Finished Airing,"Apr 2, 2017 to Jun 25, 2017",Spring 2017,Sundays at 22:30 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.1,#3916,#1919,"121,799",239,https://cdn.myanimelist.net/r/50x70/images/anime/2/84598.jpg?s=173b823faa3d5b8bcf8cdee40d64ad36
Ai Yori Aoshi,藍より青し,Ai Yori Aoshi,TV,24,Finished Airing,"Apr 11, 2002 to Sep 26, 2002",Spring 2002,Unknown,Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.1,#3915,#2026,"114,031",473,https://cdn.myanimelist.net/r/50x70/images/anime/7/10172.jpg?s=303d9f16d0149e43bd80257de1ce42f4
A3! Season Spring & Summer,A3! SEASON SPRING & SUMMER,A3! Season Spring & Summer,TV,12,Finished Airing,"Jan 14, 2020 to Jun 23, 2020",Winter 2020,Tuesdays at 00:00 (JST),,23 min. per ep.,PG-13 - Teens 13 or older,7.1,#3914,#3890,"36,831",281,https://cdn.myanimelist.net/r/50x70/images/anime/1421/105605.jpg?s=aee0f87e785e117296945ae3dafa3608
30-pun de Wakaru! Kore made no Love Live!,30分でわかる！これまでのラブライブ！TVアニメトセカンドシーズンの要約,Love Live! School Idol Project in 30 Minutes,ONA,2,Finished Airing,"Apr 24, 2015 to May 22, 2015",,,,30 min. per ep.,PG-13 - Teens 13 or older,7.1,#3913,#6640,"10,326",25,https://cdn.myanimelist.net/r/50x70/images/anime/6/74193.jpg?s=7dca01d9596848de0ee208afe44a2dc8
Wu Shang Shen Di 2nd Season,无上神帝  第二季,,ONA,400,Currently Airing,"May 21, 2021 to ?",,,,7 min. per ep.,PG-13 - Teens 13 or older,7.1,#3912,#10386,"3,096",17,https://cdn.myanimelist.net/r/50x70/images/anime/1558/114920.jpg?s=67d1538cc08281fc4d46c238d26e589f
Virtua Fighter,バーチャファイター,,TV,35,Finished Airing,"Oct 9, 1995 to Jun 27, 1996",Fall 1995,Mondays at 18:30 (JST),,22 min. per ep.,PG-13 - Teens 13 or older,7.1,#3911,#6173,"12,356",47,https://cdn.myanimelist.net/r/50x70/images/anime/1234/110241.jpg?s=80b0b73f32f9d26407cdcd8b663102b4
Trillion Game,トリリオンゲーム,TRILLION GAME,TV,26,Currently Airing,"Oct 4, 2024 to ?",Fall 2024,Fridays at 01:58 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.1,#3910,#4980,"21,462",52,https://cdn.myanimelist.net/r/50x70/images/anime/1081/147379.jpg?s=ac617e6ecd003e4d010d2e5c953ca137
Toriko Movie: Bishokushin no Special Menu,劇場版トリコ 美食神の超食宝 (スペシャル・メニュー),Toriko the Movie: Secret Recipe of Gourmet God!,Movie,1,Finished Airing,"Jul 27, 2013",,,Manga,1 hr. 21 min.,PG-13 - Teens 13 or older,7.1,#3909,#7565,"7,461",3,https://cdn.myanimelist.net/r/50x70/images/anime/6/47417.jpg?s=79a626992860823d119f73ec444c8d11
Tate no Yuusha no Nariagari Season 3,盾の勇者の成り上がり Season 3,The Rising of the Shield Hero Season 3,TV,12,Finished Airing,"Oct 6, 2023 to Dec 22, 2023",Fall 2023,Fridays at 21:00 (JST),Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7.1,#3908,#507,"470,073","6,091",https://cdn.myanimelist.net/r/50x70/images/anime/1317/139802.jpg?s=8e0b3257c526e9c70d776c25f6780235
Shakugan no Shana-tan Movie,灼眼のシャナたん＠劇場版Ver,,Special,1,Finished Airing,"Sep 21, 2007",,,Light novel,5 min.,PG-13 - Teens 13 or older,7.1,#3907,#4698,"24,595",13,https://cdn.myanimelist.net/r/50x70/images/anime/11/17218.jpg?s=4cf8a4fd2255d7dec465f06d37849a16
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,社畜さんは幼女幽霊に癒されたい。,Miss Shachiku and the Little Baby Ghost,TV,12,Finished Airing,"Apr 7, 2022 to Jun 23, 2022",Spring 2022,Thursdays at 21:00 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.1,#3906,#3759,"39,520",149,https://cdn.myanimelist.net/r/50x70/images/anime/1190/121945.jpg?s=2adb3f4a8c45190e3393256504d334f0
Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,さらば宇宙戦艦ヤマト・愛の戦士たち,Farewell to Space Battleship Yamato: In the Name of Love,Movie,1,Finished Airing,"Aug 5, 1978",,,,2 hr. 32 min.,PG-13 - Teens 13 or older,7.1,#3905,#8866,"5,048",13,https://cdn.myanimelist.net/r/50x70/images/anime/1335/132347.jpg?s=7f7f117fe1188e339ad5429e4a571760
Sansha Sanyou,三者三葉,"Three Leaves, Three Colors",TV,12,Finished Airing,"Apr 11, 2016 to Jun 27, 2016",Spring 2016,Mondays at 00:00 (JST),4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,7.1,#3904,#2887,"64,711",123,https://cdn.myanimelist.net/r/50x70/images/anime/13/79415.jpg?s=dd3020793bf8dbe2d3094cb153464e54
Ranma ½: Nettou Uta Gassen,らんま１／２　熱闘歌合戦,Ranma 1/2: Hot Song Contest,OVA,2,Finished Airing,"Nov 7, 1990 to Nov 21, 1990",,,Manga,25 min. per ep.,PG-13 - Teens 13 or older,7.1,#3903,#7459,"7,722",3,https://cdn.myanimelist.net/r/50x70/images/anime/2/15423.jpg?s=83a5c98b1193adcbde70dc10a05ac442
Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,映画プリキュアオールスターズ みんなで歌う♪奇跡の魔法！,,Movie,1,Finished Airing,"Mar 19, 2016",,,,1 hr. 10 min.,G - All Ages,7.1,#3902,#9100,"4,673",5,https://cdn.myanimelist.net/r/50x70/images/anime/1442/114605.jpg?s=42df5bb12a0ee36ca4fdd2474519c713
Pokemon XY&Z Specials,ポケットモンスターXY&Z,,Special,2,Finished Airing,"Nov 3, 2016 to Nov 10, 2016",,,,23 min. per ep.,PG - Children,7.1,#3901,#6084,"12,744",4,https://cdn.myanimelist.net/r/50x70/images/anime/9/82843.jpg?s=de637c407d160fbe715008423e62ff40
Junketsu no Maria,純潔のマリア,Maria the Virgin Witch,TV,12,Finished Airing,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,Sundays at 22:30 (JST),Manga,24 min. per ep.,R - 17+ (violence & profanity),7.1,#3884,#1576,"158,101",251,https://cdn.myanimelist.net/r/50x70/images/anime/1940/98844.jpg?s=06989fe685a08881deae7b882ccf1a79
Junk Head,JUNK HEAD,,Movie,1,Finished Airing,"Jul 23, 2017",,,,1 hr. 40 min.,R - 17+ (violence & profanity),7.1,#3883,#12042,"1,897",17,https://cdn.myanimelist.net/r/50x70/images/anime/1780/116665.jpg?s=977f9c22ad70b932c7ec6f043d81e593
Ryuugajou Nanana no Maizoukin,龍ヶ嬢七々々の埋蔵金,Nanana's Buried Treasure,TV,11,Finished Airing,"Apr 11, 2014 to Jun 20, 2014",Spring 2014,Fridays at 01:20 (JST),Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7.11,#3882,#1060,"242,857",364,https://cdn.myanimelist.net/r/50x70/images/anime/3/60475.jpg?s=b3cbcb68936b1d838ecd136f5b78cd94
Rokujouma no Shinryakusha!?,六畳間の侵略者！？,Invaders of the Rokujyoma!?,TV,12,Finished Airing,"Jul 12, 2014 to Sep 27, 2014",Summer 2014,Saturdays at 01:05 (JST),Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7.11,#3881,#1374,"185,001",426,https://cdn.myanimelist.net/r/50x70/images/anime/2/62655.jpg?s=a737e7d77cfff37eab4ba88205588f47
Robin Hood no Daibouken,ロビンフッドの大冒険,The Great Adventures of Robin Hood,TV,52,Finished Airing,"Jul 29, 1990 to Oct 28, 1992",Summer 1990,Unknown,,25 min. per ep.,G - All Ages,7.11,#3880,#6803,"9,791",36,https://cdn.myanimelist.net/r/50x70/images/anime/1755/97970.jpg?s=4e7383f3392a88d0e2183bf995a1d3d7
Quanzhi Fashi VI,全职法师VI,Full-Time Magister 6th Season,ONA,12,Finished Airing,"Jun 2, 2023 to Aug 11, 2023",,,,23 min. per ep.,PG-13 - Teens 13 or older,7.11,#3879,#5108,"20,141",149,https://cdn.myanimelist.net/r/50x70/images/anime/1675/135798.jpg?s=40285923ea28ec5d155ea57cdd1770e2
Nobunaga no Shinobi,信長の忍び,Ninja Girl & Samurai Master,TV,26,Finished Airing,"Oct 4, 2016 to Mar 28, 2017",Fall 2016,Tuesdays at 21:55 (JST),4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,7.11,#3878,#4432,"28,061",37,https://cdn.myanimelist.net/r/50x70/images/anime/2/78715.jpg?s=8d86600baea0a66a9187b408470bbaa3
Monster Musume no Iru Nichijou OVA,モンスター娘のいる日常 OVA,Monster Musume: Everyday Life with Monster Girls OVA,OVA,2,Finished Airing,"Nov 12, 2016 to Apr 13, 2017",,,Manga,24 min. per ep.,R+ - Mild Nudity,7.11,#3877,#2014,"114,893",127,https://cdn.myanimelist.net/r/50x70/images/anime/2/83661.jpg?s=6842049704e3f813aa1107145c916eef
Mister Ajikko,ミスター味っ子,,TV,99,Finished Airing,"Oct 8, 1987 to Sep 28, 1989",Fall 1987,Thursdays at 19:30 (JST),Manga,24 min. per ep.,G - All Ages,7.11,#3876,#8524,"5,627",11,https://cdn.myanimelist.net/r/50x70/images/anime/3/76433.jpg?s=4af3a3fa04f3b4ee8e751727277c5352
Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,ロード・エルメロイⅡ世の事件簿 {魔眼蒐集列車[レール・ツェッペリン]} Grace note 墓守と猫と魔術師,"Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note - A Grave Keeper, a Cat, and a Mage",TV Special,1,Finished Airing,"Dec 31, 2018",,,Light novel,24 min.,PG-13 - Teens 13 or older,7.11,#3875,#2852,"66,075",51,https://cdn.myanimelist.net/r/50x70/images/anime/1762/114436.jpg?s=28d9a46075b920061097fe724ebdf197
Lodoss-tou Senki: Eiyuu Kishi Den,ロードス島戦記　英雄騎士伝,Record of Lodoss War: Chronicles of the Heroic Knight,TV,27,Finished Airing,"Apr 1, 1998 to Sep 30, 1998",Spring 1998,Wednesdays at 18:00 (JST),,25 min. per ep.,PG-13 - Teens 13 or older,7.11,#3874,#3905,"36,587",135,https://cdn.myanimelist.net/r/50x70/images/anime/1065/92495.jpg?s=80b0d1d15c84b944fcf2d7bfa8d85126
Kunoichi Tsubaki no Mune no Uchi,くノ一ツバキの胸の内,In the Heart of Kunoichi Tsubaki,TV,13,Finished Airing,"Apr 10, 2022 to Jul 3, 2022",Spring 2022,Sundays at 00:00 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.11,#3873,#2913,"63,343",276,https://cdn.myanimelist.net/r/50x70/images/anime/1724/121343.jpg?s=517666cec851dcc752befe23812d96ed
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,攻殻機動隊 STAND ALONE COMPLEX: Section9 Science File “タチコマな日々”,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days,Special,26,Finished Airing,"Oct 1, 2002 to Mar 25, 2003",,,Manga,1 min. per ep.,PG - Children,7.11,#3872,#4567,"26,393",37,https://cdn.myanimelist.net/r/50x70/images/anime/12/4166.jpg?s=7b4c0d39ffea0ebd5892ca3df9010e65
Kodomo no Omocha,こどものおもちゃ OVA,,OVA,1,Finished Airing,"Dec 16, 1995",,,Manga,30 min.,PG - Children,7.11,#3871,#7794,"6,934",29,https://cdn.myanimelist.net/r/50x70/images/anime/1461/105879.jpg?s=61f7bf76c9d9dcab4c54179c3304b655
Kiniro no Corda: Secondo Passo,金色のコルダ セコンド・パッソ,,TV Special,2,Finished Airing,"Mar 26, 2009 to Jun 5, 2009",,,,25 min. per ep.,PG-13 - Teens 13 or older,7.11,#3870,#4034,"34,268",59,https://cdn.myanimelist.net/r/50x70/images/anime/8/13179.jpg?s=4e67a74591f93df33174c2e7777f653c
Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,金田一少年の事件簿・オペラ座館・新たなる殺人,,Movie,1,Finished Airing,"Dec 14, 1996",,,Light novel,1 hr. 35 min.,PG-13 - Teens 13 or older,7.11,#3869,#9460,"4,151",8,https://cdn.myanimelist.net/r/50x70/images/anime/10/25372.jpg?s=7490b0a9ae847b0812f9a7bc377402bb
